"DATO","NUMMER","TYPE","SPRAK","REGDATO","MODDATO","TITTEL","KORT","OVERSETTER","KODER","BIBSYS","URL","NOTE","INOTE","UTGAVE"
"1950-12-15 00:00:00.0","7","LOV","ENG","1998-04-28 00:00:00.0","2004-02-03 13:42:02.0","Act no. 7 of 15 December 1950 relating to special measures in time of war, threat of war and similar circumstances","NULL","NULL","NULL","NULL","lov-19501215-007-eng.pdf","NULL","NULL","NULL"
"2005-06-17 00:00:00.0","101","LOV","NULL","2015-09-02 11:10:50.0","2015-09-02 11:10:50.0","Lov om eigedomsregistrering","Matrikkellova","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1951-06-29 00:00:00.0","19","LOV","ENG","1998-04-28 00:00:00.0","2004-02-03 13:49:59.0","Act no. 19 of 29 June 1951 relating to military requisitions","NULL","NULL","NULL","NULL","lov-19510629-019-eng.pdf","NULL","NULL","NULL"
"1951-07-06 00:00:00.0","4","LOV","ENG","1998-04-28 00:00:00.0","2004-02-03 13:53:06.0","Act of 6th July 1951 no. 4 relating to the Norwegian Council for War Damages","NULL","NULL","NULL","NULL","lov-19510706-004-eng.pdf","NULL","NULL","NULL"
"1951-12-03 00:00:00.0","2","LOV","ENG","1998-04-28 00:00:00.0","2004-02-03 14:00:42.0","Act respecting pensions insurance for forestry workers of 3rd December 1951","NULL","NULL","NULL","NULL","lov-19511203-002-eng.pdf","NULL","NULL","NULL"
"2005-06-17 00:00:00.0","101","LOV","ENG","2015-09-02 11:15:06.0","2015-09-02 11:15:06.0","Act on a national register for land information","Cadastre Act","Ministry of Local Government and Modernisation","NULL","NULL","https://www.regjeringen.no/en/dokumenter/cadastre-act/id455530/","NULL","NULL","NULL"
"2013-06-21 00:00:00.0","102","LOV","ENG","2013-12-13 00:00:00.0","2016-02-24 15:09:08.0","Act of 21 June 2013 No. 102 relating to employment protection etc. for employees on board ships","Ship Labour Act","NULL","NULL","NULL","https://www.sjofartsdir.no/en/legislation/laws/ship-labour-act/","Last amended by Act of 9 May 2014 No. 16","NULL","NULL"
"1956-12-14 00:00:00.0","7","LOV","ENG","1998-04-28 00:00:00.0","2004-02-03 14:31:04.0","Act of 14 December 1956 relating to supply and civil defence measures","NULL","NULL","NULL","NULL","lov-19561214-007-eng.pdf","NULL","NULL","With amendments of 17th March 1967"
"1987-06-12 00:00:00.0","48","LOV","ENG","1998-05-05 00:00:00.0","2016-02-24 15:12:55.0","Act of 12 June 1987 No. 48 relating to a Norwegian International Ship Register","NIS","NULL","NULL","NULL","https://www.sjofartsdir.no/en/legislation/laws/the-nis-law/","Last amended by Act of 9 May 2014 No. 16","NULL","NULL"
"1961-03-03 00:00:00.0","4","LOV","FRE","1998-04-28 00:00:00.0","2004-02-03 15:26:04.0","Loi concernant les marques collectives","NULL","NULL","NULL","NULL","lov-19610303-004-fre.pdf","NULL","NULL","NULL"
"1961-03-03 00:00:00.0","5","LOV","NULL","2004-02-03 15:30:09.0","2004-02-03 15:30:09.0","Lov om fellesmerker","Fellesmerkeloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1961-03-03 00:00:00.0","5","LOV","GER","2004-02-03 15:31:04.0","2004-02-03 15:31:04.0","Verbandszeichengesetz","NULL","NULL","NULL","NULL","lov-19610303-005-ger.pdf","NULL","NULL","NULL"
"1961-04-28 00:00:00.0","2","LOV","ENG","1998-04-28 00:00:00.0","2004-02-03 15:35:49.0","Mental health act","NULL","NULL","NULL","NULL","lov-19610428-002-eng.pdf","Annulled by Act 1999-07-02-62","NULL","NULL"
"1961-06-16 00:00:00.0","1","LOV","ENG","1998-04-28 00:00:00.0","2004-02-04 08:34:33.0","Act concerning county municipalities","NULL","NULL","NULL","NULL","lov-19610616-001-eng.pdf","Annulled by Act 1992-09-25-107","NULL","NULL"
"1968-06-07 00:00:00.0","4","LOV","ENG","1998-04-28 00:00:00.0","2004-02-04 09:09:54.0","Act relating to the implementation of mandatory decision of the Security Council of the United Nations","NULL","Ministry of Foreign Affairs","NULL","NULL","lov-19680607-004-eng.pdf","NULL","NULL","Translation: 1989"
"1969-06-19 00:00:00.0","65","LOV","ENG","1998-04-28 00:00:00.0","2004-02-04 09:17:32.0","Law regarding construction and operation of electrical installations","NULL","NULL","NULL","NULL","lov-19690619-065-eng.pdf","NULL","NULL","NULL"
"1990-05-25 00:00:00.0","427","FORSKRIFT","NULL","2005-07-27 09:46:12.0","2005-07-27 09:46:12.0","Forskrift om avleveringsplikt for allment tilgjengelege dokument","Forskrift om allment tilgjengelege dokument","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2005-06-17 00:00:00.0","85","LOV","NULL","2005-09-02 09:06:15.0","2005-09-02 09:06:15.0","Lov om rettsforhold og forvaltning av grunn og naturressurser i Finnmark fylke","Finnmarksloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2002-06-14 00:00:00.0","20","LOV","NULL","2005-09-14 14:19:58.0","2005-09-14 14:19:58.0","Lov om vern mot brann, eksplosjon og ulykker med farlig stoff og om brannvesenets redningsoppgaver","Brann- og eksplosjonsvernloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1987-12-18 00:00:00.0","93","LOV","NULL","1998-04-28 00:00:00.0","2006-01-09 11:53:05.0","Lov om kontroll med eksport av strategiske varer, tjenester og teknologi m.v.","Eksportkontrolloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1933-05-19 00:00:00.0","3","LOV","NULL","1998-04-28 00:00:00.0","2006-01-17 15:10:27.0","Lov om tilsyn med næringsmidler m.v.","Næringsmiddelloven","NULL","NULL","NULL","NULL","Opphevet ved lov-2005-12-21-126","NULL","NULL"
"1962-06-08 00:00:00.0","4","LOV","ENG","1998-04-28 00:00:00.0","2014-09-19 11:16:41.0","Act relating to measures to combat livestock diseases","NULL","NULL","NULL","NULL","NULL","NULL","Norwegian laws s. 619-620","NULL"
"2005-09-02 00:00:00.0","1009","FORSKRIFT","NULL","2006-02-15 17:01:41.0","2006-02-15 17:01:41.0","Forskrift om merking, transport, import og eksport av genmodifiserte organismer","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1999-06-25 00:00:00.0","712","FORSKRIFT","ENG","2005-06-14 00:00:00.0","2006-02-21 14:59:13.0","Regulation relating to audits and auditors","NULL","Kredittilsynet","NULL","NULL","for-19990625-0712-eng.pdf","NULL","NULL","Translation revised January 2006"
"1964-06-19 00:00:00.0","14","LOV","ENG","1998-04-28 00:00:00.0","2014-09-19 11:17:09.0","Act relating to inheritance dury and duty on certain gifts","NULL","NULL","NULL","NULL","NULL","NULL","Norwegian laws s. 814-826","NULL"
"2003-06-20 00:00:00.0","41","LOV","ENG","2005-06-14 00:00:00.0","2014-09-16 13:29:23.0","Act on measures to combat the laundering of proceeds etc.","Money Laundering Act","NULL","NULL","NULL","lov-20030620-041-eng.pdf","NULL","NULL","With amendments as of April 15th 2009"
"1997-06-13 00:00:00.0","53","LOV","NULL","1998-05-05 00:00:00.0","2006-03-21 09:50:56.0","Lov om tilsyn med erverv i dagspresse og kringkasting","Medieerskapsloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2004-07-02 00:00:00.0","64","LOV","NULL","2006-04-10 15:44:12.0","2006-04-10 15:44:12.0","Midlertidig lov om prøveordning med lokaler for injeksjon av narkotika","Sprøyteromsloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2005-06-10 00:00:00.0","51","LOV","NULL","2006-04-10 13:20:29.0","2006-04-10 13:20:29.0","Lov om norsk statsborgerskap","Statsborgerloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2004-07-02 00:00:00.0","64","LOV","ENG","2006-04-10 15:45:39.0","2006-04-10 15:45:39.0","Provisional act relating to a trial scheme for premises for drug injection","Drug Injection Rooms Act","Ministry of Foreign Affairs","NULL","NULL","lov-20040702-064-eng.pdf","NULL","NULL","NULL"
"2003-07-04 00:00:00.0","80","LOV","NULL","2006-04-10 15:50:26.0","2006-04-10 15:50:26.0","Lov om introduksjonsordning og norskopplæring for nyankomne innvandrere","Introduksjonsloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2005-06-17 00:00:00.0","64","LOV","NULL","2006-04-11 08:36:27.0","2006-04-11 08:36:27.0","Lov om barnehager","Barnehageloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2000-06-23 00:00:00.0","56","LOV","NULL","2006-04-11 14:55:41.0","2006-04-11 14:55:41.0","Lov om helsemessig og sosial beredskap","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1964-06-19 00:00:00.0","20","LOV","ENG","1998-04-28 00:00:00.0","2014-09-19 11:17:39.0","Act relating to tonnage measurement of ships","NULL","NULL","NULL","NULL","NULL","NULL","Norwegian laws s. 220-221","NULL"
"2005-05-27 00:00:00.0","31","LOV","NULL","2006-04-11 15:07:05.0","2006-04-11 15:07:05.0","Lov om skogbruk","Skogbruksloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2005-05-27 00:00:00.0","31","LOV","ENG","2006-04-11 15:09:42.0","2006-04-11 15:09:42.0","Act relating to forestry","Forestry Act","Ministry of Foreign Affairs","NULL","NULL","lov-20050527-031-eng.pdf","NULL","NULL","NULL"
"1975-06-13 00:00:00.0","35","LOV","ENG","1998-04-28 00:00:00.0","2006-04-18 13:03:51.0","Act relating to the taxation of subsea petroleum deposits etc.","Petroleum Taxation Act","Ministry of Finance","NULL","NULL","lov-19750613-035-eng.pdf","NULL","NULL","Last amended by Act  2005-12-09-109"
"1993-06-11 00:00:00.0","101","LOV","ENG","2001-10-01 00:00:00.0","2006-04-21 09:50:29.0","Act relating to aviation","Aviation Act","NULL","NULL","NULL","lov-19930611-101-eng.pdf","NULL","NULL","With amendments as of 10th June 2005"
"1963-11-15 00:00:00.0","0","LOV","ENG","1998-04-28 00:00:00.0","2014-09-19 11:18:08.0","Act relating to enforcement of penal sentences passed in the Nordic states","NULL","NULL","NULL","NULL","NULL","NULL","Norwegian laws s. 728-730","NULL"
"2005-06-10 00:00:00.0","51","LOV","ENG","2006-04-10 00:00:00.0","2014-09-16 13:29:53.0","Act on Norwegian nationality","Norwegian Nationality Act","Ministry of Foreign Affairs","NULL","NULL","lov-20050610-051-eng.pdf","NULL","NULL","Unofficial translation - June 2007"
"1995-09-22 00:00:00.0","827","FORSKRIFT","NULL","2009-09-04 00:00:00.0","2014-09-19 11:29:42.0","Forskrift om forsikringstjenesteytelser og etablering av filial av forsikringsselskap og pensjonsforetak med hovedsete i annen stat i Det europeiske økonomiske samarbeidsområde m.m.","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1993-07-09 00:00:00.0","596","FORSKRIFT","NULL","2009-02-06 00:00:00.0","2014-09-19 11:30:49.0","Forskrift om begrensning av fartsområde for passasjerskip registrert i Norsk internasjonalt skipsregister (NIS)","Forskrift om begrensning av fartsområde, NIS","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1991-06-20 00:00:00.0","381","FORSKRIFT","NULL","2006-04-27 15:42:38.0","2006-04-27 15:42:38.0","Forskrift om avgiftsfri innførsel og midlertidig bruk av utenlandsregistrert motorvogn i Norge","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1964-03-14 00:00:00.0","2","LOV","NULL","1998-04-28 00:00:00.0","2014-09-19 11:31:24.0","Lov om revisjon og revisorer","Revisorloven","NULL","NULL","NULL","NULL","Opphevet ved lov-1998-07-17-56","NULL","NULL"
"1985-03-22 00:00:00.0","11","LOV","NULL","1998-05-05 00:00:00.0","2014-09-19 11:32:15.0","Lov om petroleumsvirksomhet","Petroleumsloven - petrl.","NULL","NULL","NULL","NULL","Opphevet ved lov-1996-11-29-72","NULL","NULL"
"2005-06-10 00:00:00.0","41","LOV","NULL","2006-05-11 14:25:10.0","2006-05-11 14:25:10.0","Lov om forsikringsformidling","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1991-03-15 00:00:00.0","2","LOV","ENG","1998-05-05 00:00:00.0","2014-09-19 13:17:44.0","Act on the Government Bank Insurance Fund","NULL","NULL","NULL","NULL","lov-19910315-002-eng.pdf","NULL","NULL","As amended, last by Act no 1 of 8 January 1993"
"2005-12-09 00:00:00.0","1421","FORSKRIFT","NULL","2006-05-11 14:28:20.0","2006-05-11 14:28:20.0","Forskrift om forsikringsformidling","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1902-05-22 00:00:00.0","10","LOV","ENG","1998-04-28 00:00:00.0","2006-05-30 09:38:45.0","The General civil penal code","NULL","Norwegian Ministry of Justice","NULL","NULL","lov-19020522-010-eng.pdf","NULL","NULL","With subsequent amendments, the latest made by Act of 21 December 2005 no. 131"
"2005-12-09 00:00:00.0","1421","FORSKRIFT","ENG","2006-05-11 00:00:00.0","2006-05-11 14:31:05.0","Regulations on insurance mediation","NULL","The Financial Supervision Authority of Norway","NULL","NULL","for-20051209-1421-eng.pdf","NULL","NULL","NULL"
"1981-05-22 00:00:00.0","25","LOV","ENG","1998-04-28 00:00:00.0","2006-07-27 15:20:18.0","Act relating to legal procedure in criminal cases","The Criminal Procedure Act","NULL","NULL","NULL","lov-19810522-025-eng.pdf","NULL","NULL","With subsequent amendments, the latest made by Act of 30 June 2006"
"2005-06-17 00:00:00.0","62","LOV","NULL","2006-06-02 00:00:00.0","2006-06-02 11:21:59.0","Lov om arbeidsmiljø, arbeidstid og stillingsvern mv. (arbeidsmiljøloven)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1995-05-05 00:00:00.0","408","FORSKRIFT","NULL","2006-08-16 09:47:20.0","2006-08-16 09:47:20.0","Forskrift om vern av miljøet i Antarktis","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2005-12-16 00:00:00.0","1495","FORSKRIFT","NULL","2006-09-04 00:00:00.0","2006-09-04 13:58:28.0","Forskrift om konsekvensutredning etter genteknologiloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2005-06-03 00:00:00.0","33","LOV","NULL","2006-04-10 00:00:00.0","2006-09-04 14:33:56.0","Lov om forbud mot diskriminering på grunn av etnisitet, religion mv.","Diskrimineringsloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1995-05-12 00:00:00.0","23","LOV","ENG","1998-05-04 00:00:00.0","2014-09-19 13:18:06.0","Act relating to Land","NULL","NULL","NULL","NULL","lov-19950512-023-eng.html","NULL","NULL","NULL"
"1997-02-28 00:00:00.0","153","FORSKRIFT","NULL","2002-01-02 00:00:00.0","2006-09-04 14:57:31.0","Forskrift om kringkasting","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1997-06-06 00:00:00.0","32","LOV","ENG","1998-05-05 00:00:00.0","2014-09-19 13:18:32.0","Act relating to the regulation of imports and exports","NULL","NULL","NULL","NULL","lov-19970606-032-eng.html","NULL","NULL","NULL"
"1992-12-04 00:00:00.0","127","LOV","NULL","1998-05-05 00:00:00.0","2006-09-04 15:04:42.0","Lov om kringkasting","Kringkastingsloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1992-12-04 00:00:00.0","127","LOV","ENG","1998-05-05 00:00:00.0","2006-09-04 15:07:18.0","Act relating to broadcasting","The Broadcasting Act","Ministry of Cultural Affairs","NULL","NULL","http://odin.dep.no/kkd/english/topics/media/018041-200005/dok-bn.html","NULL","NULL","With subsequent amendments, most recently by Act no 98 of 17 June 2005"
"1990-06-15 00:00:00.0","27","LOV","ENG","1998-04-28 00:00:00.0","2014-09-19 13:19:00.0","Act relating to the protection of layout-designs for integrated circuits","NULL","NULL","NULL","NULL","lov-19900615-027-eng.pdf","NULL","NULL","NULL"
"1997-06-13 00:00:00.0","45","LOV","NULL","1999-04-27 00:00:00.0","2006-09-19 14:45:54.0","Lov om allmennaksjeselskaper","Allmennaksjeloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1988-05-13 00:00:00.0","26","LOV","NULL","2006-11-09 08:33:46.0","2006-11-09 08:33:46.0","Lov om inkassovirksomhet og annen  inndriving av forfalte penger","Inkassoloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1980-05-23 00:00:00.0","11","LOV","NULL","2004-11-22 00:00:00.0","2006-11-27 16:02:21.0","Lov om stiftelser m.m.","Stiftelsesloven","NULL","NULL","NULL","NULL","Opphevet ved lov 2001-06-15-59","NULL","NULL"
"1989-07-14 00:00:00.0","562","FORSKRIFT","NULL","2006-11-09 08:39:56.0","2006-11-09 08:39:56.0","Forskrift til inkassoloven m.m.","Inkassoforskriften","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1989-07-14 00:00:00.0","562","FORSKRIFT","ENG","2006-11-09 08:41:26.0","2006-11-09 08:41:26.0","Regulations appertaining to the Debt Collection Act etc.","Debt Collection Regulations","NULL","NULL","NULL","for-19890714-0562-eng.pdf","NULL","NULL","NULL"
"1985-06-21 00:00:00.0","83","LOV","ENG","1998-05-05 00:00:00.0","2006-11-09 10:01:40.0","Act concerning unlimited liability partnerships and limited partnerships","The Partnerships Act","NULL","NULL","NULL","lov-19850621-083-eng.pdf","NULL","NULL","As amended 27 June 1986"
"1976-06-04 00:00:00.0","39","LOV","ENG","1998-04-28 00:00:00.0","2014-09-19 13:19:27.0","Act relating to the State Lottery (Money-prize lottery)","NULL","NULL","NULL","NULL","lov-19760604-039-eng.pdf","Annulled by Act-1999-01-22-4","NULL","NULL"
"1996-02-29 00:00:00.0","223","FORSKRIFT","NULL","2004-01-12 00:00:00.0","2014-09-19 14:19:59.0","Forskrift om produksjonsregulerende tiltak for oppdrett av laks og ørret","Forskrift om tiltak for oppdrett av laks m.m.","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1980-06-13 00:00:00.0","43","LOV","NULL","1998-04-28 00:00:00.0","2014-09-19 14:20:47.0","Lov om tannleger","Tannlegeloven","NULL","NULL","NULL","NULL","Opphevet ved lov-1999-07-02-64","NULL","NULL"
"1917-12-14 00:00:00.0","16","LOV","NULL","1998-04-28 00:00:00.0","2006-11-09 13:37:24.0","Lov om erverv av vannfall, bergverk og annen fast eiendom m.v.","Industrikonsesjonsloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1917-12-14 00:00:00.0","17","LOV","ENG","1998-04-28 00:00:00.0","2006-11-09 13:55:24.0","Act relating to regulations of watercourses","NULL","Ministry of Petroleum and Energy","NULL","NULL","lov-19171214-017-eng.pdf","NULL","NULL","Most recently amended by Act-2004-06-25-57"
"1917-12-14 00:00:00.0","17","LOV","NULL","1998-04-28 00:00:00.0","2006-11-09 13:39:58.0","Lov om vassdragsreguleringer","Vassdragsreguleringsloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1990-06-29 00:00:00.0","50","LOV","NULL","1998-12-18 00:00:00.0","2006-11-09 13:43:52.0","Lov om produksjon, omforming, overføring,m omsetning og fordeling og bruk av energi m.m.","Energiloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2000-11-24 00:00:00.0","82","LOV","NULL","2006-11-09 13:47:07.0","2006-11-09 13:47:07.0","Lov om vassdrag og grunnvann","Vannressursloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1917-12-14 00:00:00.0","16","LOV","ENG","1998-04-28 00:00:00.0","2006-11-09 13:53:40.0","Act relating to acquisition of waterfalls, mines and other real estate","Industrial Licensing Act","Royal Ministry of Petroleum and Energy","NULL","NULL","lov-19171214-016-eng.pdf","NULL","NULL","Most recently amended by Act-2004-06-25-57"
"2000-11-24 00:00:00.0","82","LOV","ENG","2006-11-09 13:48:43.0","2006-11-09 13:48:43.0","Act relating to river systems and groundwater","Water Resources Act","Ministry of Petroleum and Energy","NULL","NULL","lov-20001124-082-eng.pdf","NULL","NULL","NULL"
"1990-06-29 00:00:00.0","50","LOV","ENG","1998-12-18 00:00:00.0","2006-11-09 13:57:10.0","Act relating to the generation, conversion, transmission, trading, distribution and use of energy etc.","Energy Act","Ministry of Petroleum and Energy","NULL","NULL","lov-19900629-050-eng.pdf","NULL","NULL","Most recently amended by Act-2003-12-19-131"
"1989-01-10 00:00:00.0","51","FORSKRIFT","NULL","2006-12-21 10:20:50.0","2006-12-21 10:20:50.0","Forskrift til gjennomføring av utførselsreguleringen for strategiske varer, tjenester og teknologi","Forskrift om utførselsregulering for strategiske varer","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2004-05-14 00:00:00.0","25","LOV","NULL","2007-02-06 08:37:04.0","2007-02-06 08:37:04.0","Lov om voldgift","Voldgiftsloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
