id	kritiker_etternavn	kritiker_fornavn	kritiker_kjonn	kritiker_pseudonym	kritiker_kommentar	kritikktype	publikasjon	utgivelsessted	aar	dato	aargang	nummer	bind	hefte	sidetall	utgivelseskommentar	tittel	spraak	kommentar	forfatter_etternavn	forfatter_fornavn	forfatter_kommentar	forfatter_kjonn	verk_tittel	verk_utgivelsessted	verk_dato	verk_sjanger	verk_spraak	verk_kommentar
8970	Mjøen	Reidar	mann	R.M.		dagskritikk	Dagbladet		1908			325								Schøyen	Carl		mann	Under svøben	Kristiania	1908	kortprosa	bokmål	novelle
8971	anonym		ukjent			dagskritikk	Dagbladet		1870			296								Schøyen	Elisabeth		kvinne	Johanne d'Arc eller Frankriges Skytsengel	Christiania	1870	drama	bokmål	
8972	Seip	Didrik Arup	mann	D.S.		dagskritikk	Dagbladet		1874			106								Schøyen	Elisabeth		kvinne	Ragnvald eller Folkehøiskolelæreren af Paul Agathon	Kristiania	1873	fortelling	bokmål	
8973	anonym		ukjent			dagskritikk	Dagbladet		1876			298								Schøyen	Elisabeth		kvinne	Svanhild	Christiania	1876	roman	bokmål	
8974	anonym		ukjent			dagskritikk	Dagbladet		1878			281								Schøyen	Elisabeth		kvinne	Et Egteskab	Kristiania	1878	fortelling	bokmål	
8975	Brinchmann	Christopher	mann	C.B.		dagskritikk	Dagbladet		1895			143								Scott	Gabriel		mann	Digte	Kristiania	1894	lyrikk	bokmål	
8976	Brinchmann	Christopher	mann	C.B.		dagskritikk	Dagbladet		1896			291								Scott	Gabriel		mann	Vester i Skjærene	Kristiania	1896	fortelling	bokmål	
8977			ukjent	S.		dagskritikk	Dagbladet		1897			280								Scott	Gabriel		mann	Den hvide hest	Kristiania	1897	roman	bokmål	
8978			ukjent	S.		dagskritikk	Dagbladet		1898			325								Scott	Gabriel		mann	Fugl Fønix	Kristiania	1898	roman	bokmål	
8979	Holst	Lars	mann	L.H.		dagskritikk	Dagbladet		1902			326								Scott	Gabriel		mann	Trip, trap, træsko	Kristiania	1902	fortelling	bokmål	barnelitteratur
8980	Holst	Lars	mann	L.H.		dagskritikk	Dagbladet		1903			315								Scott	Gabriel		mann	Far sjøl i stua	Kristiania	1903	fortelling	bokmål	barnelitteratur
8981	Holst	Lars	mann	L.H.		dagskritikk	Dagbladet		1904			334								Scott	Gabriel		mann	Tante Pose	Kristiania	1904	roman	bokmål	
8982	Mjøen	Reidar	mann	R.M.		dagskritikk	Dagbladet		1907			334								Scott	Gabriel		mann	De tre lindetrær	Kristiania	1907	roman	bokmål	
8983	Ramm	Minda	kvinne			dagskritikk	Dagbladet		1909			344								Scott	Gabriel		mann	Broder Lystig	Kristiania	1909	roman	bokmål	
8984			ukjent	J.M.		dagskritikk	Dagbladet		1910			310								Scott	Gabriel		mann	Babels taarn	Kristiania	1910	drama	bokmål	
8985			ukjent	....s		dagskritikk	Dagbladet		1891			398								Seland	Hans		mann	Ein liten gut	Bergen	1891	fortelling	nynorsk	barnelitteratur
8986	Vislie	Vetle	mann	V.		dagskritikk	Dagbladet		1892			397						nynorsk		Seland	Hans		mann	I straumen	Bergen	1892	roman	nynorsk	
8987	Brinchmann	Christopher	mann	C.B.		dagskritikk	Dagbladet		1893			323								Seland	Hans		mann	Ei bergpreike	Kristiania	1893	kortprosa	nynorsk	stubber
8988	Brinchmann	Christopher	mann	C.B.		dagskritikk	Dagbladet		1894			376								Seland	Hans		mann	Inger. Ein sumardraum	Kristiania	1894	fortelling	nynorsk	
8989	Johnsen	Peter M.G. Rosenkrantz	mann	Rz.J.		dagskritikk	Dagbladet		1896			325								Seland	Hans		mann	Trældoms kaar	Kristiania	1896	roman	nynorsk	
8990	Vislie	Vetle	mann	V.V.		dagskritikk	Dagbladet		1898			377								Seland	Hans		mann	Andror	Kristiania	1898	roman	nynorsk	
8991	Koht	Halvdan	mann			artikkel, forfatterportrett	Dagbladet		1900			315								Seland	Hans		mann						
8992			ukjent	L.		dagskritikk	Dagbladet		1902			325								Seland	Hans		mann	Synkvervd	Kristiania	1902	roman	nynorsk	
8993	Jynge	Andreas	mann			dagskritikk	Dagbladet		1903			295								Seland	Hans		mann	Høgsumar	Kristiania	1903	roman	nynorsk	
8994	Johnsen	Peter M.G. Rosenkrantz	mann	X.		dagskritikk	Dagbladet		1904			109								Seland	Hans		mann	Um Amerika og frendefolket i vesterheimen	Kristiania	1904	essay	nynorsk	reiseskildring
8995	Refsdal	Ivar Andreas	mann	T.P.		dagskritikk	Dagbladet		1905			348								Seland	Hans		mann	Øygarden	Kristiania	1905	roman	nynorsk	
8996	Handagard	Idar	mann			dagskritikk	Dagbladet		1909			340						nynorsk		Seland	Hans		mann	Bureising	Kristiania	1909	roman	nynorsk	
8997	Nissen	Fernanda	kvinne	F.N.		dagskritikk	Dagbladet		1901			327								Selmer	Aagot Gjems		kvinne	Et hjem for mennesker	Kristiania	1901	drama	bokmål	lesedrama
8998			ukjent	M.M.		dagskritikk	Dagbladet		1903			349								Selmer	Aagot Gjems		kvinne	Mors Bog. Religiøse Tanker	Kristiania	1903	essay	bokmål	
8999			ukjent	M.M.		dagskritikk	Dagbladet		1905			19								Selmer	Aagot Gjems		kvinne	Den Gang...	København	1904	annen skjønnlitteratur	bokmål	erindring
9000	Hammer	Karl Vilhelm	mann	r		dagskritikk	Dagbladet		1888			427								Selmer	Emil	pseudonym: John Lyng	mann	Fra Nutiden	Kristiania	1888	fortelling	bokmål	
9001	Refsdal	Ivar Andreas	mann	T.P.		dagskritikk	Dagbladet		1906			14								Sigmundstad	Johan		mann	Jordens salt	Kristiania	1905	roman	bokmål	
9002	Handagard	Idar	mann			dagskritikk	Dagbladet		1909			345						nynorsk		Sigmundstad	Johan		mann	Guds finger -?	Kristiania	1909	roman	nynorsk	
9003	anonym		ukjent			teaterkritikk	Dagbladet		1891			51								Sinding	Holger		mann	Fru Ragna	Kristiania		drama	bokmål	
9004	Gurstad	Hans	mann	Hs.G.		dagskritikk	Dagbladet		1908			341								Sinding	Holger		mann	Ildprøven	Kristiania	1908	roman	bokmål	
9005	Brinchmann	Christopher	mann	C.B.		dagskritikk	Dagbladet		1894			355								Sinding	Otto L.		mann	Vers	Kristiania	1894	lyrikk	bokmål	
9006	Brinchmann	Christopher	mann	C.B.		dagskritikk	Dagbladet		1895			366								Sinding	Otto L.		mann	Dommedag	Kristiania	1895	lyrikk	bokmål	
9007	anonym		ukjent			teaterkritikk	Dagbladet		1896			288								Sinding	Otto L.		mann	Iraka	Kristiania	1896	drama	bokmål	oppført på Kristiania Theater
9008	Holst	Lars	mann	L.H.		dagskritikk	Dagbladet		1898			352								Sinding	Otto L.		mann	Bestemor Jahr og hendes sønner	Kristiania	1901	drama	bokmål	
9009	Holst	Lars	mann	L.H.		dagskritikk	Dagbladet		1898			352								Sinding	Otto L.		mann	Han Hans Benjamin og hans sysken	Kristiania	1898	drama	nynorsk	Nordlandsmål
9010	Borge	Aksel	mann	A.B.		dagskritikk	Dagbladet		1908			337								Sinding	Otto L.	pseudonym: Olaves Pedersen	mann	Major Glad	Kristiania	1908	fortelling	bokmål	
9011	Worm-Mueller	Jacob	mann	J.W.M.		dagskritikk	Dagbladet		1903			331								Sinding-Larsen	Alfred	pseudonym: Olaves Pedersen	mann	Olaves Pedersens Viser	Kristiania	1903	lyrikk	bokmål	forord av Johan Storm
9012	Storm	Johan	mann			artikkel	Olaves Pedersens Viser		1903										Forord	Sinding-Larsen	Alfred		mann	Olaves Pedersens Viser	Kristiania	1903	lyrikk	bokmål	
9013	Holst	Lars	mann	L.H.		dagskritikk	Dagbladet		1901			332								Singdahlsen	Ole Lie		mann	Ada	Kristiania	1901	roman	bokmål	
9014	Holst	Lars	mann	L.H.		dagskritikk	Dagbladet		1902			334								Singdahlsen	Ole Lie		mann	Rosnes	Kristiania	1902	roman	bokmål	
9015	Holst	Lars	mann	L.H.		dagskritikk	Dagbladet		1906			314								Singdahlsen	Ole Lie		mann	Prestegaards-folket	Kristiania	1906	roman	bokmål	
9016	Borge	Aksel	mann	A.B.		dagskritikk	Dagbladet		1908			317								Singdahlsen	Ole Lie		mann	Ved Traastad sund	Kristiania	1908	roman	bokmål	
9017	Johnsen	Peter M.G. Rosenkrantz	mann			dagskritikk	Dagbladet		1894			141								Sivle	Per		mann	Noreg. Nationale Digte	Kristiania	1894	lyrikk	nynorsk	
9018	Johnsen	Peter M.G. Rosenkrantz	mann	Rz.J.		dagskritikk	Dagbladet		1896			325								Sivle	Per		mann	Skaldemaal	Bergen	1896	lyrikk	nynorsk	
9019	Hovden	Anders	mann			artikkel	Dagbladet		1901			288						nynorsk	om dikterlønn til Sivle	Sivle	Per		mann						
9020			ukjent	red.		artikkel, forfatterportrett, nekrolog	Dagbladet		1904			242								Sivle	Per		mann						
9021			ukjent	E.G.V.		artikkel, forfatterportrett, nekrolog	Dagbladet		1904			244								Sivle	Per		mann						
9022	Koht	Halvdan	mann			dagskritikk	Dagbladet		1907			283								Skar	Johannes		mann	Gamalt or Sætesdal II	Kristiania	1907	kortprosa	nynorsk	folkeminne
9023	Tveit	Ivar	mann			dagskritikk	Dagbladet		1907			350								Skar	Johannes		mann	Gamalt or Sætesdal II	Kristiania	1907	kortprosa	nynorsk	folkeminne
9024	Handagard	Idar	mann			dagskritikk	Dagbladet		1909			339						nynorsk		Skar	Johannes		mann	Bygdeliv. Gamalt or Sætesdal IV	Kristiania	1909	fortelling	nynorsk	sagn, folkeminne
9025	Worm-Mueller	Jacob	mann	W.		teaterkritikk	Dagbladet		1899			360								Skavlan	Olaf		mann	Gildet paa Mærrahaug eller den fortryllede Agurk	Kristiania	1857	drama	bokmål	parodi, oppført i Studentersamfundet
9026	anonym		ukjent			teaterkritikk	Dagbladet		1908			312								Skavlan	Olaf		mann	Gildet paa Mærrahaug eller den fortryllede Agurk	Kristiania	1857	drama	bokmål	parodi, oppført i Studentersamfundet
9027	Vislie	Vetle	mann	V.		dagskritikk	Dagbladet		1891			435								Skeibrok	Mathias		mann	Sandfærdige Skrøner	Kristiania	1891	kortprosa	nynorsk	
9028	Vislie	Vetle	mann	V.V.		dagskritikk	Dagbladet		1890			428								Skramstad	Adolf		mann	Et Udskud	Kristiania	1890	roman	bokmål	
9029			ukjent	A.Th.		dagskritikk	Dagbladet		1908			354								Skredsvig	Christian		mann	Dage og nætter blandt kunstnere	København	1908	annen sakprosa	bokmål	kultur- og litteraturhistorie
9030	Sletten	Klaus	mann			teaterartikkel	Dagbladet		1910			286						nynorsk	 om forholdet rigsmaalsteater og nynorsk teater				ukjent						
9031	Raknes	Ola	mann			dagskritikk	Dagbladet		1908			308						nynorsk		Sletto	Olav		mann	Dei gamle	Kristiania	1908	roman	nynorsk	
9032	Eskeland	Severin	mann			dagskritikk	Dagbladet		1910			359						nynorsk		Slotsvik	Peter		mann	Utpaa stupe	Kristiania	1910	roman	nynorsk	
9033	Steinsvik	Rasmus	mann			artikkel	Dagbladet		1891			358					Overmennesket Nietzsche. Ny-Romantikernes Drøm						ukjent						
9034	Johnsen	Peter M.G. Rosenkrantz	mann	Rz.J.		dagskritikk	Dagbladet		1896			326								Steinsvik	Rasmus		mann	I Dulsmaal	Kristiania	1896	roman	nynorsk	
9035	Nissen	Fernanda	kvinne	F.N.		dagskritikk	Dagbladet		1902			133								Steinsvik	Rasmus		mann	Med skreppa	Kristiania	1902	biografi/memoarer	nynorsk	
9036	Holst	Lars	mann	L.H.		teaterkritikk	Dagbladet		1903			111								Stilloff	Anders		mann	Strid	Kristiania	1903	drama	bokmål	oppført på Nationaltheatret
9037	Christensen	Hjalmar	mann			teaterkritikk	Dagbladet		1909			91								Stilloff	Anders		mann	Sagfører Hellmanns	Bergen	1905	drama	bokmål	oppført på Nationaltheatret
9038	Holst	Lars	mann	L.H.		dagskritikk	Dagbladet		1898			352								Storm	Edvard		mann	Dølevisor		1898	lyrikk	nynorsk	Utgiver: H. Halvorsen
9039	Mjøen	Reidar	mann			dagskritikk	Dagbladet		1909			291								Storm	Olaf		mann	Fru Bene	Kristiania	1909	drama	bokmål	
9040	Lie	Erik	mann			dagskritikk	Dagbladet		1898			168								Sæter	Ivar		mann	Ideelle Krav	Kristiania	1898	annen sakprosa	bokmål	filosofi
9041	Nissen	Fernanda	kvinne	F.N.		dagskritikk	Dagbladet		1902			350								Sæter	Ivar		mann	En Mand	Kristiania	1902	roman	bokmål	
9042	Jynge	Andreas	mann			dagskritikk	Dagbladet		1904			142								Sæter	Ivar		mann	Nye Digte		1903	lyrikk	bokmål	
9043	Sørensen	Johan	mann			artikkel, marked	Dagbladet		1888			186					Boghandlerne og Bibliothek for de tusen Hjem						ukjent						
9044	anonym		ukjent			dagskritikk	Dagbladet		1878			136								Telnes	Jørund		mann	Rupe-Ber	Hamar	1878	lyrikk	nynorsk	
9045	Gierløff	Christian	mann	Kyng		dagskritikk	Dagbladet		1908			341								Thaulow	Fritz		mann	I kamp og i fest		1908	essay	bokmål	
9046	anonym		ukjent			dagskritikk	Dagbladet		1884			459								Thoresen	Anna Magdalene		kvinne	Billeder fra Midnatsolens Land	København	1884	fortelling	bokmål	
9047	Brinchmann	Christopher	mann	C.B.		dagskritikk	Dagbladet		1896			138								Thrane	Nanna		kvinne	Et muntert Hus	Kristiania	1896	fortelling	bokmål	
9048			ukjent	V.T.		dagskritikk	Dagbladet		1910			324								Thrane	Nanna		kvinne	Jomfru Kristine Germeten	Kristiania	1910	roman	bokmål	
9049	Mjøen	Reidar	mann	R.M.		dagskritikk	Dagbladet		1909			313								Thrap	Villa		kvinne	Løvetand		1909	lyrikk	bokmål	
9050	Holst	Lars	mann	L.H.		dagskritikk, debatt a	Dagbladet		1900			365								Tranaas	Ferdinand K.		mann	Kamp	København	1900	fortelling	bokmål	
9051	Tranaas	Ferdinand K.	mann			artikkel, debatt b	Dagbladet		1901			3								Tranaas	Ferdinand K.		mann	Kamp	København	1900	fortelling	bokmål	
9052	Mjøen	Reidar	mann			dagskritikk	Dagbladet		1910			323								Trøan	Jens		mann	Tater-Erik		1910	roman	bokmål	
9053	Lie	Erik	mann	E.L.		dagskritikk	Dagbladet		1898			131								Tschudi	Clara		kvinne	Silhouetter	Kristiania	1898	biografi/memoarer	bokmål	
9054	Nissen	Fernanda	kvinne	F.N.		dagskritikk	Dagbladet		1904			305								Tschudi	Clara		kvinne	En forglemt Heltinde	København	1904	biografi/memoarer	bokmål	
9055			ukjent	V.T.		artikkel	Dagbladet		1910			284								Tschudi	Clara		kvinne						
9056	anonym		ukjent			dagskritikk	Dagbladet		1889			339								Tvedt	Jens		mann	Hamna-tjonet	Bergen	1889	roman	nynorsk	
9057	Kjær	Nils	mann	N.K.		dagskritikk	Dagbladet		1894			295								Tvedt	Jens		mann	Velaug. Boki um elskhug	Bergen	1894	fortelling	nynorsk	
9058	Jynge	Andreas	mann			dagskritikk	Dagbladet		1904			337								Tvedt	Jens		mann	Djup jord		1904	fortelling	nynorsk	
9059	Nissen	Fernanda	kvinne	F.N.		dagskritikk	Dagbladet		1906			329								Tvedt	Jens		mann	Guds Løn		1906	roman	nynorsk	
9060	Eskeland	Severin	mann			dagskritikk	Dagbladet		1906			346						nynorsk		Tvedt	Jens		mann	Guds Løn		1906	roman	nynorsk	
9061	Handagard	Idar	mann			dagskritikk	Dagbladet		1908			340								Tvedt	Jens		mann	Haavard Brittanius		1908	fortelling	nynorsk	
9062	anonym		ukjent			dagskritikk	Dagbladet		1890			257								Tybring	Oscar Emil		mann	Smaahistorier og Erindringer	Kristiania	1890	kortprosa	bokmål	
9063	Hambro	Carl Joachim	mann			artikkel, debatt c	Dagbladet		1910			344								Undset	Sigrid		kvinne	Ungdom		1910	lyrikk	bokmål	
9064	Bang	Herman	mann			artikkel	Dagbladet		1889			11						dansk		Valseth	Otto		mann	Forskruede	Kristiania	1888	roman	bokmål	
9065	Vislie	Vetle	mann	V.V.		dagskritikk	Dagbladet		1890			411								Valseth	Otto		mann	Hotel Haukenæs	Christiania København	1890	roman	bokmål	
9066	anonym		ukjent			teaterkritikk	Dagbladet		1891			349								Valseth	Otto		mann	En Befrielse		1891	drama	bokmål	
9067	Brinchmann	Christopher	mann	C.B.		dagskritikk	Dagbladet		1892			246								Valseth	Otto		mann	Tidlig Høst	København	1892	roman	bokmål	
9068	anonym		ukjent			teaterkritikk	Dagbladet		1893			3								Valseth	Otto		mann	Viljer		1893	drama	bokmål	utrykt, oppført Kristiania Theater
9069	Vik	Oddmund	mann			artikkel, historie	Dagbladet		1893			9, 11, 14					Realismen for Hr. Misjonssekretær L. Dahles Domsstol						ukjent						
9070	anonym		ukjent			dagskritikk	Dagbladet		1883			243								Vinje	Aasmund Olavsson		mann	Skrifter i Utval	Kristiania	1883-1890	annen skjønnlitteratur	nynorsk	
9071	Holst	Lars	mann	L.H.		artikkel	Dagbladet		1899			208					Ernst Sars om Vinje			Vinje	Aasmund Olavsson		mann						
9072	Holst	Lars	mann	L.H.		artikkel	Dagbladet		1899			275								Vinje	Aasmund Olavsson		mann						
9073	Holst	Lars	mann	L.H.		artikkel	Dagbladet		1899			349							Om Nils Kjærs forhold til Vinje	Vinje	Aasmund Olavsson		mann						
9074	Sars	Johan Ernst W.	mann	J.E.S.		dagskritikk	Dagbladet		1903			286								Vinje	Aasmund Olavsson		mann	Dikt og Prosaskrifter i Utval	Kristiania	1903	kortprosa, lyrikk	nynorsk	Utgiver: Halvdan Koht
9075	Visted	Kristofer	mann			dagskritikk	Dagbladet		1909			298							Anmeldse av Handagard, Idar :"A. Vinje i Staale-diktet"	Vinje	Aasmund Olavsson		mann						
9076	Hovden	Anders	mann			dagskritikk	Dagbladet		1909			322						nynorsk	Anmeldelse av Koht,H. :"Vinje"	Vinje	Aasmund Olavsson		mann						
9077	Fjørtoft	Laurids	mann			dagskritikk	Dagbladet		1910			365						nynorsk		Vinje	Aasmund Olavsson		mann	Lyriske dikt		1910	lyrikk	nynorsk	Utgiver: Handagard, Idar
9078	Brinchmann	Christopher	mann	C.B.		dagskritikk	Dagbladet		1895			143								Vinsnes	Johan Frederik		mann	Eventyr og Stemninger		1895	kortprosa	bokmål	
9079	anonym		ukjent			dagskritikk	Dagbladet		1897			188								Vinsnes	Johan Frederik		mann	En Flygtning		1897	roman	bokmål	
9080	Holst	Lars	mann	L.H.		teaterkritikk	Dagbladet		1906			235								Vinsnes	Johan Frederik		mann	Wurm		1904	drama	bokmål	
9081	Christensen	Hjalmar	mann	Hj.Chr.		dagskritikk	Dagbladet		1907			337								Vinsnes	Johan Frederik		mann	Overretssagføreren	Kristiania	1907	roman	bokmål	
9082	Christensen	Hjalmar	mann	Hj.Chr.		dagskritikk	Dagbladet		1908			346								Vinsnes	Johan Frederik		mann	Speilet		1908	roman	bokmål	
9083	Raknes	Ola	mann	O.R.		dagskritikk	Dagbladet		1909			356								Vinsnes	Johan Frederik		mann	Johannes og Helena	Kristiania	1909	roman	bokmål	
9084			ukjent	J.M.		dagskritikk	Dagbladet		1910			355								Vinsnes	Johan Frederik		mann	Regnbuen		1910	roman	bokmål	
9085	Vislie	Vetle	mann			artikkel, marked	Dagbladet		1890			179, 181, 187						nynorsk	Om forholdet til dansk litteratur				ukjent						
9086	Raknes	Ola	mann	O.R.		dagskritikk	Dagbladet		1909			336								Vislie	Vetle		mann	Vintervegen		1909	roman	nynorsk	
9087	anonym		ukjent			dagskritikk	Dagbladet		1887			425								Vogt	Johanne Christiane		kvinne	Fortællinger	Kristiania	1887	kortprosa	bokmål	
9088	Kjær	Nils	mann	N.K.		dagskritikk	Dagbladet		1894			91								Vogt	Johanne Christiane		kvinne	En Æresret	Kristiania	1893	roman	bokmål	
9089	Johnsen	Peter M.G. Rosenkrantz	mann	Rz.J.		dagskritikk	Dagbladet		1897			23								Vogt	Johanne Christiane		kvinne	Dagligdags	Kristiania	1896	kortprosa	bokmål	novelle
9090	Hansen	Harald	mann	H.H.		dagskritikk	Dagbladet		1887			430								Vogt	Nils Collett		mann	Digte		1887	lyrikk	bokmål	
9091	anonym		ukjent			dagskritikk	Dagbladet		1889			363								Vogt	Nils Collett		mann	Familiens Sorg		1889	roman	bokmål	
9092	Brinchmann	Christopher	mann	C.B.		dagskritikk	Dagbladet		1896			377								Vogt	Nils Collett		mann	Musik og Vaar		1896	lyrikk	bokmål	
9093	Johnsen	Peter M.G. Rosenkrantz	mann	Rz.J.		dagskritikk	Dagbladet		1900			340								Vogt	Nils Collett		mann	Det dyre Brød	Kristiania	1900	lyrikk	bokmål	
9094	Holst	Lars	mann	L.H.		dagskritikk	Dagbladet		1902			86								Vogt	Nils Collett		mann	Harriet Blich		1902	roman	bokmål	
9095	Holst	Lars	mann	L.H.		dagskritikk	Dagbladet		1903			336								Vogt	Nils Collett		mann	Mennesker		1903	kortprosa	bokmål	fortelling, novelle, drama
9096	Holst	Lars	mann	L.H.		teaterkritikk	Dagbladet		1904			239								Vogt	Nils Collett		mann	To Mennesker		1903	drama	bokmål	i N.C.V.: "Mennesker"
9097	Jynge	Andreas	mann			dagskritikk	Dagbladet		1904			325								Vogt	Nils Collett		mann	Fra Kristiania		1904	lyrikk	bokmål	
9098	Mjøen	Reidar	mann	R.M.		dagskritikk	Dagbladet		1907			332								Vogt	Nils Collett		mann	Septemberbrand		1907	lyrikk	bokmål	
9099	Mjøen	Reidar	mann	R.M.		dagskritikk	Dagbladet		1907			346								Vogt	Nils Collett		mann	Paa reise		1907	essay	bokmål	reiseskildring
9100	Ramm	Minda	kvinne			dagskritikk	Dagbladet		1907			355								Vogt	Nils Collett		mann	Spændte Sind		1910	drama	bokmål	
9101	Vullum	Erik	mann			artikkel	Dagbladet		1887			265							Om bibliotek				ukjent						
9102	Johnsen	Peter M.G. Rosenkrantz	mann	Rz.J.		dagskritikk	Dagbladet		1891			353								Vullum	Erik		mann	Himlene aabne?		1891	drama	bokmål	
9103	Hammer	K.V.	mann	K.V.H.		dagskritikk	Dagbladet		1887			147								Vullum	Rota Margrethe		kvinne	Lykke	Kristiania	1887	fortelling	bokmål	utgitt anonymt
9104	Vislie	Vetle	mann	V.V.		dagskritikk	Dagbladet		1890			428								Welde	Anton		mann	Fattigdom	Bergen	1890	kortprosa	bokmål	skisser
9105	Brinchmann	Christopher	mann	C.B.		artikkel	Dagbladet		1898			40							Se Brinchmann om Løchen, Arne	Welhaven	Johan Sebastian		mann						
9106			ukjent	red.		artikkel	Dagbladet		1907			351					W. i norsk Samfundsudvikling			Welhaven	Johan Sebastian		mann						
9107	Nilssen	Jappe	mann	J.-n.		artikkel	Dagbladet		1907			351								Welhaven	Johan Sebastian		mann				lyrikk		
9108			ukjent	P.B.		dagskritikk	Dagbladet		1909			312								Welle-Strand	Edvard		mann	Fra Havskjær og fjellvidde		1909	fortelling	bokmål	
9109	Hansen	Johan Daniel Irgens	mann	I.H.		artikkel	Dagbladet		1881			117							Om bl.a. H. Larssens holdning til Wergeland	Wergeland	Henrik		mann						
9110	Johnsen	Peter M.G. Rosenkrantz	mann			artikkel	Dagbladet		1888			26					Om Campbellerslaget			Wergeland	Henrik		mann	Campbellerne eller Den hjemkomne Søn	Kristiania	1838	drama	bokmål	syngestykke
9111	Brinchmann	Christopher	mann	C.B.		artikkel	Dagbladet		1896			263							se Brinchmann om Nærup	Wergeland	Henrik		mann	Henrik Wergelands Skrifter i Udvalg		1896	annen skjønnlitteratur	bokmål	folkeutgave v. Carl Nærup
9112	Brinchmann	Christopher	mann	C.B.		artikkel	Dagbladet		1896			263								Nærup	Carl		mann	Henrik Wergelands skrifter		1896	annen skjønnlitteratur	bokmål	folkeutgave v. Carl Nærup
9113	Christensen	Hjalmar	mann			artikkel	Dagbladet		1908			161, 162, 163								Wergeland	Henrik		mann						
