"id","user_id","year","title","bibsys_objektid","report_type","pub_type","series","volume","publisher","publication_place","issn","isbn","journal","booktitle","number","chapter","edition","school","note","abstract","url","doi","crossref","pages","public","keywords","public_note","private_note"
78,13,"2000","En kvalitativ studie av skriftlig kontrakt som verktøy i psykiatrisk sykepleie i samarbeid med selvmordstruede pasienter","000771503","Hovedoppgave","Mastersthesis","","","","Oslo","82-579-0366-3","","","","","","","Høgskolen i Oslo","Hovedoppgave i helsefag - Høgskolen i Oslo ; Universitet i Oslo, 1998","","https://www.nb.no/items/URN:NBN:no-nb_digibok_2011031405013","","","182",1,"[""medisin og helse"",""psykiatri""]","Merete & Ommund: Vi finner ikke noen opplagt kategori for denne publikasjonen. Det er ikke offentlighet, og knapt nok myndighetenes sakprosa. Er det egentlig sakprosa i den forståelsen som kategoritreet formidler? Hva sier professorene",NULL
79,13,"1999","Når datamaskinen er et kommunikasjonsverktøy: groupsystems?jensidige","991527135","Hovedoppgave","Mastersthesis","","","","Trondheim","","","","","","","","Norges teknisk-vitenskapelige universitet","Hovedoppgave i psykologi - Norges teknisk-naturvitenskapelige universitet, 1999","","","","","65 bl.",1,"[""digitale tekster"",""muntlige tekster"",""psykologi""]",NULL,NULL
80,13,"1999","Den nye møtestaden: når kommunikasjon vert eit spørsmål om teknologi","991627075","Hovedoppgave","Mastersthesis","","","","Trondheim","","","","","","","","Norges teknisk-vitenskapelige universitet","Hovedoppgave i psykologi - Norges teknisk-naturvitenskapelige universitet, 1999","","","","","62, 8 bl.",1,"[""digitale tekster"",""muntlige tekster"",""psykologi"",""teknologi""]",NULL,NULL
81,13,"2004","Den forsømte kommunikation: brevet i organisationskommunikationen","031240739","","Book","","","Forlaget Samfundslitteratur","Frederiksberg","","87-593-0965-2","","","","","","","Basert på forfatterens avhandling (doktorgrad) - Københavns Universitet. Avhandlingens tittel: Breve i brug : fjernkommunikative genrer i retorisk perspektiv","","","","","341 ",1,"[""brev"",""retorikk""]",NULL,NULL
82,13,"1999","Fokus bank og kundene: en sammenlignende analyse av posisjonering i tilsagnsbrev","991812581","Hovedoppgave","Mastersthesis","","","","Trondheim","","","","","","","","Norges teknisk-naturvitenskapelige universitet","Hovedoppgave i anvendt språkvitenskap - Norges teknisk-naturvitenskapelige universitet, 1999","","","","","112, 32",1,"[""brev"",""kundekommunikasjon""]",NULL,NULL
83,13,"2005","Å snakke skriftlig sammen: en studie av skriftbasert, digital kommunikasjon i organisasjoner","051886146","Doktoravhandling","Phdthesis","","","","Trondheim","82-471-7236-4","","","","","","","Institutt for språk- og kommunikasjonsstudier, Norges teknisk-naturvitenskapelige universitet","Avhandling (dr. art.) - Norges teknisk-naturvitenskapelige universitet, Trondheim, 2005","","","","","258",1,"[""digitale tekster"",""muntlige tekster"",""organisasjoner""]",NULL,NULL
84,13,"1998","Forståingsrom og relieff: forhandling om mening i arbeidsbeskrivelser","981818374","Avhandling (dr. art.)","Phdthesis","","","","Trondheim","82-7861-097-5","","","","","","","Det historisk-filosofiske fakultet, Norges teknisk-naturvitenskapelige universitet","Avhandling (dr. art.) - Norges teknisk-naturvitenskapeligeuniversitet, Trondheim, 1998","","","","","IX, 228, [80]",1,"[""språksosiologi"",""samfunnsfag""]",NULL,NULL
85,13,"2006","Den ufarlege lærebokteksten: ein kritisk diskursanalyse av lærebokverket Bruer si framstilling av den norske språkstoda i samtida","061621579","Hovedoppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Hovedoppgave i nordisk språk og litteratur - Universitetet i Oslo, 2006","","","","","249",1,"[""diskursanalyse"",""læremidler"",""modelleser"",""språk""]",NULL,NULL
86,13,"2002","Litteraturtolkning som revisjon: en framgangsmåte for kritisk analyse av litteraturtolkningstekster prøvd ut på tolkninger av Ludvig Holbergs Erasmus Montanus eller Rasmus Berg","021931186","Hovedoppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Hovedoppgave i nordisk litteratur - Universitetet i Oslo. Katalogisert etter omslag","","","","","VI, 131 bl.",1,"[""litteratur"",""litteraturvitenskap"",""metaforteori"",""resepsjonshistorie""]",NULL,NULL
87,13,"2001","Norsk idéhistorie - et forlagsindustrielt fenomen?","292747","","Article","","7","","","0805-276X","","Prosa","","2","","","","Bokanmeldelse av: Norsk idéhistorie. B. 5 : De store ideologienes tid / Hans Fredrik Dahl","","","","","53-56",1,"[""forlagsbransjen"",""historie"",""idehistorie""]",NULL,NULL
88,13,"1993","Tidsskrifthistorien : et filmkulturelt stafettløp","155362","","Article","","","","","0800-1464","","Z : filmtidsskrift","","1 = 43","","","","Om norske filmtidsskrifter","","","","","6-8 : ",1,"[""historie"",""tidsskrift"",""tidsskrifthistorie"",""tv og film""]",NULL,NULL
89,13,"2005","Modelltilhørere i en preken : en kommunikasjonsteoretisk analyse","369385","","Article","","","","","0800-7764","","Norskrift","","108","","","","","","","","","[75]-102",1,"[""modelleser"",""muntlige tekster"",""prekener""]",NULL,NULL
90,13,"2005","Kommunikasjon : en framstilling av ulike kommunikasjonsmodeller i tekstvitenskapen belyst gjennom analyse av en læreboktekst","369384","","Article","","","","","0800-7764","","Norskrift","","108","","","","","","","","","[59]-73",1,"[""læremidler"",""tekstlingvistikk"",""tekstvitenskap""]",NULL,NULL
91,13,"2005","Ytring, tekst og tekstnormer : en presentasjon av Kjell Lars Berges sosiosemiotiske tekstforståelse","369382","","Article","","","","","0800-7764","","Norskrift","","108","","","","","","","","","[45]-57",1,"[""tekstlingvistikk"",""tekstnormer""]",NULL,NULL
92,13,"2005","Hva er en sjanger? : en presentasjon og diskusjon av det problematiske sjangerbegrepet","369380","","Article","","","","","0800-7764","","Norskrift","","108","","","","","","","","","[31]-43",1,"[""sjanger""]",NULL,NULL
93,13,"2005","Språket som interaksjon : en presentasjon av V. Voloshinovs alternativ til ""individualistisk subjektivisme"" og ""abstrakt objektivisme""","369379","","Article","","","","","0800-7764","","Norskrift","","108","","","","","","","","","[19]-28",1,"[""filosofi"",""semiotikk"",""språk""]",NULL,NULL
94,13,"2005","Metaforer som naturlig baserte erfaringer og kulturelle kjennetegn : Lakoff og Johnsons metaforforståelse presentert gjennom analyse av to korte tekster","369377","","Article","","","","","0800-7764","","Norskrift","","108","","","","","","","","","[5]-18",1,"[""metaforteori""]",NULL,NULL
95,13,"2001","Mamarazzi i NRK Petre: lag på lag med mye hjerne: sakprosa - radiotalkshow","299296","","Article","","25","","","0332-7264","","Norsklæraren","","4","","","","","","","","","20-24",1,"[""flerstemmighet"",""radio"",""Sakprosa""]",NULL,NULL
96,13,"2004","Sakprosaen og det «litterære»","","","Article","","","","","","","Dagbladet, 14.03.2004","","","","","","","","http://www.dagbladet.no/tekstarkiv/artikkel.php?id=5001040044673&tag=byl&words=Bakken","","","",1,"[""skjønnlitteratur"",""Sakprosa""]",NULL,NULL
97,13,"2005","Å lære av et liv","","","Article","","","","","","","barnebokkritikk.no","","","","","","","Anmeldelse av Biografier om Nansen, Brundtland og Gandhi \nTekst: Alexander Wisting, Bente Roestad, Torbjørn Færøvik","http://www.barnebokkritikk.no/modules.php?name=Reviews&rop=showcontent&id=231","","","",0,"[""barn og ungdom""]",NULL,"Var det slik at bokanmeldelser skulle ut?"
98,13,"2003","Verdt å lese","","","Article","","","","","","","barnebokkritikk.no","","","","","","","Anmeldelse av <i>Verdt å vite (trur eg)</i> av Ragnar Hovland","http://www.barnebokkritikk.no/modules.php?name=Reviews&rop=showcontent&id=15","","","",0,"[""barn og ungdom""]","Var det slik at bokanmeldelser skulle ut?",NULL
99,13,"2004","Svak slutt på en god biografi","","","Article","","","","","","","barnebokkritikk.no","","","","","","","Anmeldelse av: <i>Biografien om Edvard Munch</i>\nTekst: Stein Erik Lunde\nIllustrasjon: Steffen Kverneland","http://www.barnebokkritikk.no/modules.php?name=Reviews&rop=showcontent&id=170","","","",0,"[""barn og ungdom"",""biografier""]","Var det slik at bokanmeldelser skulle ut?",NULL
100,13,"2005","Sterk historie – svak fortelling","","","Article","","","","","","","barnebokkritikk.no","","","","","","","Anmeldelse av: Maria Konow Lund: Biografien om Inger Gulbrandsen. Jenta fra konsentrasjonsleiren","http://www.barnebokkritikk.no/modules.php?name=Reviews&rop=showcontent&id=243","","","",0,"[""barn og ungdom"",""historie""]","Var det slik at bokanmeldelser skulle ut?",NULL
101,13,"2004","Smittende naturglede","","","Article","","","","","","","barnebokkritikk.no","","","","","","","Anmeldelse av: Øivind Berg: Se! Ei padde, Se på dyr på gården og Vår","http://www.barnebokkritikk.no/modules.php?id=161&name=Reviews&rop=showcontent","","","",0,"[""barn og ungdom""]","Var det slik at bokanmeldelser skulle ut?",NULL
102,13,"2003","Påkostet og pedagogisk historiebok","","","Article","","","","","","","barnebokkritikk.no","","","","","","","Anmeldelse av Harald Skjønsberg: Norge i krise. De harde 30-åra","http://www.barnebokkritikk.no/modules.php?id=59&name=Reviews&rop=showcontent","","","",0,"[""barn og ungdom"",""historie""]","Var det slik at bokanmeldelser skulle ut?",NULL
103,13,"2005","Menneskene bak barnebøkene","","","Article","","","","","","","barnebokkritikk.no","","","","","","","Anmeldelse av Tor Edvin Dahl: Roald Dahl og Elin Prøysen: Alf Prøysen","http://www.barnebokkritikk.no/modules.php?id=241&name=Reviews&rop=showcontent","","","",0,"[""barn og ungdom""]","Var det slik at bokanmeldelser skulle ut?",NULL
104,13,"2003","Med biografien som påskudd","","","Article","","","","","","","barnebokkritikk.no","","","","","","","Anmeldelse av Stein Erik Lunde : Biografien om Henrik Ibsen, John E. Senior: Marie og Pierre Curie og Robert Blake: Churchill","http://www.barnebokkritikk.no/modules.php?id=42&name=Reviews&rop=showcontent","","","",0,"[""barn og ungdom"",""biografier""]","Var det slik at bokanmeldelser skulle ut?",NULL
105,13,"2004","Imponerende forsøk, skuffende resultat","","","Article","","","","","","","barnebokkritikk.no","","","","","","","Anmeldelse av Jon Ewo & Bjørn Ousland: Vil den virkelige William være så snill å reise seg!","http://www.barnebokkritikk.no/modules.php?id=126&name=Reviews&rop=showcontent","","","",0,"[""barn og ungdom""]","Var det slik at bokanmeldelser skulle ut?",NULL
106,13,"2003","En annerledes faktabok","","","Article","","","","","","","barnebokkritikk.no","","","","","","","Anmeldelse av Bjørn Arild Ersland & Annlaug Auestad: Kjell Otto og fyret","http://www.barnebokkritikk.no/modules.php?id=70&name=Reviews&rop=showcontent","","","",0,"[""barn og ungdom""]",NULL,"Var det slik at bokanmeldelser skulle ut?"
107,13,"2002","Alt anna enn dikting?","","","Inbook","","","Fagbokforl.","Bergen","","82-7674-888-0","","Den Flerstemmige sakprosaen: nye tekstanalyser","","","","","","","","","022094857","9-28",1,"[""sakprosadefinisjoner"",""sjanger""]",NULL,NULL
143,13,"2002","16 år og tekstmeldar: Stadig myldrande skriving (SMS)","","","Inbook","","","Fagbokforl.","Bergen","","82-7674-888-0","","Den Flerstemmige sakprosaen: nye tekstanalyser","","","","","","","","","022094857","29-55",1,"[""barn og ungdom"",""flerstemmighet"",""skriving""]",NULL,NULL
109,13,"2002","Viktig melding: Lytt på radio! : En analyse av ungdomsradio anno 2000","","","Inbook","","","Fagbokforl.","Bergen","","82-7674-888-0","","Den Flerstemmige sakprosaen: nye tekstanalyser","","","","","","","","","022094857","56-88",1,"[""barn og ungdom"",""flerstemmighet"",""radio""]",NULL,NULL
110,13,"2002","Med steiner i balla og piggtråd i pungen : Unge mannsstemmer i klamydia-informasjon","","","Inbook","","","Fagbokforl.","Bergen","","82-7674-888-0","","Den Flerstemmige sakprosaen: nye tekstanalyser","","","","","","","","","022094857","""""",1,"[""diskursanalyse"",""kjønn"",""medisin og helse"",""reklame""]",NULL,NULL
111,13,"2002","Illustrert vitenskap om blodpropp: Schizofren flerstemmighet","","","Inbook","","","Fagbokforl.","Bergen","","82-7674-888-0","","Den Flerstemmige sakprosaen: nye tekstanalyser","","","","","","","","","022094857","122-136",1,"[""flerstemmighet"",""forskningsformidling"",""medisin og helse"",""populærvitenskap""]",NULL,NULL
112,13,"2002","Journalistiske tekstar - røyndom i miniformat?","","","Inbook","","","Fagbokforl.","Bergen","","82-7674-888-0","","Den Flerstemmige sakprosaen: nye tekstanalyser","","","","","","","","","022094857","137-165",1,"[""aviser"",""journalistikk"",""journaler""]",NULL,NULL
113,13,"2002","Ironi - vill og vanskeleg","","","Inbook","","","Fagbokforl.","Bergen","","82-7674-888-0","","Den Flerstemmige sakprosaen: nye tekstanalyser","","","","","","","","","022094857","166-189",1,"[""flerstemmighet""]",NULL,NULL
114,13,"2002","Å lese læreplanen","","","Inbook","","","Fagbokforl.","Bergen","","82-7674-888-0","","Den Flerstemmige sakprosaen: nye tekstanalyser","","","","","","","","","022094857","190-218",1,"[""læreplaner"",""sjanger""]",NULL,NULL
115,13,"2002","Ordliste","","","Inbook","","","Fagbokforl.","Bergen","","82-7674-888-0","","Den Flerstemmige sakprosaen: nye tekstanalyser","","","","","","","","","022094857","219-231",1,"[""læremidler""]","Er det ikke bedre at vi legger inn en note om at boka inneholder en ordliste?",NULL
116,13,"2002","Å skape mening med tekst : Et etterord om sakprosa og tekstvitenskap","","","Inbook","","","Fagbokforlaget","Bergen","","82-7674-888-0","","Den Flerstemmige sakprosaen: nye tekstanalyser","","","","","","","","","022094857","232-242",1,"[""semiotikk"",""tekstvitenskap"",""Sakprosa""]",NULL,NULL
120,13,"2007","Forestillingen om ""skriveutvikling"": glemte kritiske merknader","082897638","","Inbook","","","Tapir akademisk forl.","Trondheim","","978-82-519-2215-9","","Skriving i arbeidsliv og skole","","","","","","","","","070948348","132-144",1,"[""lese- og skriveforskning"",""skriveopplæring""]",NULL,NULL
118,13,"2007","Skriving i arbeidsliv og skole","070948348","","Book","","","Tapir akademisk forl.","Trondheim","","978-82-519-2215-9","","Skrive for nåtid og framtid","","","","","","","","","","374",1,"[""lese- og skriveforskning"",""skriving""]",NULL,"2011-08-15, Ommund: Denne har mange kapitler, jf. <a href='http://ask.bibsys.no/ask/action/result?fid=serieobjektid&term=070948348'>bibsys</a>. Er bare ett av dem aktuelt?"
119,13,"2007","Skrive for nåtid og framtid","070948194","","Book","","","Tapir akademisk forl.","Trondheim","","","","","","","","","Inneholder artikler som bygger på foredrag fra konferansene: Skrive for nåtid og framtid og Skriving og rettleing i høgre utdanning","","","","","2 b.",1,"[""lese- og skriveforskning""]",NULL,NULL
121,13,"2007","""Svinaktig vanskelig""?: skriftleg argumentasjon på ungdomssteget","080238645","","Misc","","","","","","","","","","","","","","","","","","277-291",1,"[""argumentasjon"",""lese- og skriveforskning""]",NULL,NULL
122,13,"2007","Tekstar som starthjelp i organisasjonsrefleksjon: ein mogleg vegvisar til den lærande organisasjonen?","080188257","","Misc","","","","","","","","","","","","","","","","","","107-119",1,"[""organisasjoner""]",NULL,NULL
123,13,"2007","Omskriving: ein kritisk faktor i skriving og rettleiing?","080059392","","Misc","","","","","","","","","","","","","","","","","","63-76",1,"[""lese- og skriveforskning"",""skriving""]",NULL,NULL
124,8,"1996","Et kunsthistorisk språk: Jens Thiis', Harry Fetts og Hans Peter L'Oranges prosa","960974601","","Book","","nr 50","Norges forskningsråd","Oslo","","82-12-00685-9","","","","","","","Inngår i forskningsprosjektet Norsk sakprosa. ""Prosjekteter en del av Norges forskningsråds program for Kultur- og tradisjonsformidlende forskning (KULT)""","","","","","64",1,"[""akademisk skriving"",""forfatterskap"",""Kunsthistorie"",""språk""]",NULL,NULL
125,13,"1995","Nordmenns nistepakke: en kritikk av den norske kanon","952378396","","Book","","","Cappelen akademisk forl.","Oslo","","82-456-0037-7","","","","","","","","","","","","100 ",1,"[""kanon"",""kulturpolitikk""]",NULL,NULL
126,13,"2008","Å lese offentlige rom: en studie av tekstkulturer på tre læresteder i Oslo","081130945","Masteroppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Masteroppgave i nordisk språk - Universitetet i Oslo, 2008","","","","","205",1,"[""modelleser"",""multimodale tekster""]",NULL,NULL
404,13,"2003","Retoriske kvaliteter i billeder","","","Inbook","","","Norsk sakprosa i samarbeid med Norsk faglitterær forfatter- og oversetterforening","Oslo","","82-90954-24-7","","Retorikkens relevans","","","","","","","http://www.hf.uio.no/iln/forskning/grupper/tekstretorikk/skriftserien/utgivelser/9Andersen-Berge-red-Retorikkens-relevans.pdf","","040049477","91-114",1,"[""reklame"",""retorikk"",""tv og film"",""visuell retorikk""]",NULL,NULL
403,13,"2003","Makt, kommunikasjon, retorikk","","","Inbook","","","Norsk sakprosa i samarbeid med Norsk faglitterær forfatter- og oversetterforening","Oslo","","82-90954-24-7","","Retorikkens relevans","","","","","","","","","040049477","77-91",1,"[""makt"",""retorikk""]",NULL,NULL
401,13,"2003","Den diskursvetenskapliga utmaningen","","","Inbook","","","Norsk sakprosa i samarbeid med Norsk faglitterær forfatter- og oversetterforening","Oslo","","82-90954-24-7","","Retorikkens relevans","","","","","","","","","040049477","37-72",1,"[""diskursanalyse"",""retorikk""]",NULL,NULL
402,13,"2003","Den retoriske utfordringen","","","Inbook","","","Norsk sakprosa i samarbeid med Norsk faglitterær forfatter- og oversetterforening","Oslo","","82-90954-24-7","","Retorikkens relevans","","","","","","","http://www.hf.uio.no/iln/forskning/grupper/tekstretorikk/skriftserien/utgivelser/9Andersen-Berge-red-Retorikkens-relevans.pdf","","040049477","73-76",1,"[""diskursanalyse"",""retorikk""]",NULL,NULL
